user,PawnIsolateScore,PawnOverlapScore,PawnProtectScore
Aaron Bendayan Claros,0.10225938643089244,-0.3551666405613996,1.8849702029836364
Aaron Cooper,0.04997155178491151,-0.23350921266877797,1.4108183391564224
Aaron Grabinsky,0.09524365353919194,-0.21851134130400066,1.7846420855611074
Aaron Guthrie,0.034585004487259305,-0.14131897487569273,1.223191162750253
Aaron Jacobson,0.06652908729528233,-0.22875272507749575,1.1229237112549906
Aaron Matthes,0.04006226417863875,-0.19316108093323014,2.175210035485837
Aaron Mendes,0.10105330323433148,-0.2513827828798397,1.5419808665846604
Aaron Noah Koellner,0.002507380271304524,-0.3630091596526304,1.6423620065609588
Aashman Gupta,0.12636969212855542,-0.28362019889010937,1.869098582798002
Aashna Makhija,-0.006438124470207121,-0.2765841195326676,1.599824694432065
Aay Aisyah Anisa,-0.026564537157757452,-0.0554106910039113,2.0744784876140807
Aayush Bhattacherjee,0.08936404247074266,-0.14759491738609967,1.8218204713948225
Abdelrahman Hesham,0.009314720496692854,-0.30199432931991566,1.444332102227803
Abdimalik Abdisalimov,0.1227799741249656,-0.27505361732286043,1.9160942199957374
Abdou Ahmed Alem,0.07345702499702206,-0.2865544260133339,1.8492650465375557
Abdu Al Badani,0.12698412698412695,-0.12169312169312166,0.44179894179894175
Abdulkadir Mohamed Warsame,0.06344442827870055,-0.2900860936294645,1.7247032320476274
Abdulla AlMarzouqi,-0.03944740939565909,-0.26762645515503786,1.419619449450427
Abdulla Gadimbayli,0.091570005227499,-0.22852908504652605,1.1392337128635914
Abdulov Orkhan,0.08056944547865741,-0.21196145603556968,1.427321199847423
Abdulrahman A Masrahi,0.028932913570936494,-0.18606464200242293,1.884182641855342
Abel Justo Davalos,0.09185155586695844,-0.31867467388375087,1.6903529425499693
Abhijeet Gupta,0.124956174734083,-0.28961504767319585,1.7020424349993872
Abhimanyu Mishra,0.1304678108272831,-0.31656759332649426,1.6948752107043872
Abhimanyu Puranik,0.09428493680927087,-0.2147629898485523,1.6891244395607443
Abhinav Penagalapati,0.10478099789029663,-0.11131024900634769,1.9975781742421346
Abhiram Sasitharan,-0.03265572513128845,-0.2134709835100147,1.4338717084155355
Abhishek Handigol,-0.06547938030296613,-0.33206170959204956,1.5120471011743057
Abhishek Kelkar,0.06142118227245129,-0.28317745118174364,2.483283829830002
Abigail Carolina Cabezas Calero,-0.10370131923908604,-0.29180269471730885,1.2969060360275466
Abigail Zhou,0.05568723168470348,-0.23483576788620097,1.2161049252102316
Abilmansur Abdilkhair,0.06255717615422444,-0.2604913237124935,1.5799426231275293
Abner Farquhar,0.004505211066373661,-0.24319194259491572,1.559886321422183
Abtin Atakhan,0.09439967868885454,-0.26133511412351856,1.767209523143276
Abubaker Tagelsir,0.0047338080029199385,-0.30279531379886676,1.6360284935565514
Achyuth Aravindhan,0.020863945289275748,-0.18971838541913974,2.2677987008960527
Aco Alvir,0.18472261029160353,-0.06411692701328069,1.5297399372789893
Acyr Rogerio Calcado,0.04965567362744782,-0.3287259246130214,1.0760928318992837
Adam Bremner,0.001665229396301769,-0.23944836544999976,2.152990434460886
Adam Cap,0.1119215420686009,-0.09633304118598235,1.750728991537815
Adam Collins,0.10323691999140457,-0.24041625817995316,1.742470294724626
Adam Dorrance,0.08158913141471381,-0.223473262021086,1.852705752579581
Adam Frank,0.06375285956877584,-0.13589901690084236,2.0770541868647157
Adam Gaisinsky,0.0592081406188302,-0.36502327012866825,1.26429782336616
Adam Gibała,0.07259696373433991,-0.24355920177107693,1.785617259934452
Adam Hunt,0.4039005087620124,-0.0500282645562464,0.45717919728660256
Adam Kozak,0.13551043348809827,-0.2789461917870661,1.7179106874087846
Adam Kujawski,0.09536673044656092,-0.2685974651167063,1.3007119752996243
Adam Maltese,-0.03541069650978483,-0.3429734105956712,1.5413354993874548
Adam Mekhane,0.05340601966761241,-0.20999289578162936,1.4749960404767488
Adam Müller,0.06283064317667779,-0.26446508691758425,1.7564623635187517
Adam Omarsson,0.0346005230866976,-0.15160783612461876,2.068729876006902
Adam Zielonka,0.07540796533938866,-0.2059309355679303,1.7886383816373506
Adamo Valtiner,0.08071580632977646,-0.20914527972857413,1.2672764488524872
Adan Alvarez Perez,0.10675108070055842,-0.2791056811895315,1.3612744195452606
Adani Clarke,0.04619500778462425,-0.23682319616724756,1.6383125537566539
Adar TARHAN,0.1133982722516924,-0.311373384430974,1.438022485425496
Adarsh Hullahalli,0.09367769795422841,-0.28142003768096535,1.3124794481632593
Addison Lee,0.03337552862051976,-0.06540930288374745,1.9928116696320664
Adegboyega Joel ADEBAYO,0.11391591124040708,-0.4842518604414559,1.217457551006155
Adel Rahman,0.1046560166677361,-0.27102240168797903,1.3948924283760316
Ademola Sorungbe,0.4597309964162138,-0.1616095966735696,1.3710715190123954
Adham Fawzy,0.12113183760782383,-0.3468125235920674,1.640203545843984
Adham Kandil,0.05007197548648355,-0.16959962236910522,1.4193225446836004
Adham_Hossam2011,0.08981379562164495,-0.27210732819401506,1.5585289599389374
Adhara Rodriguez Redondo,-0.0798160173160173,-0.08787878787878785,1.9346320346320345
Adharsh K,0.08057038154728685,-0.26065986732587026,1.5473441752053405
Adhiban Baskaran,0.10294024442372775,-0.25891685960238753,1.681384793680876
Adhvaith Rajanish,0.07162833646863154,-0.30601742913531677,1.258640507518172
Adi Menahem,0.007296633343158502,-0.20261317634465573,1.7906708418227808
Adianet Perez Cruz,0.00597152851445457,-0.3722831935144683,2.0109006475135365
Adib Arkadan,0.023826001673391547,-0.12705713832982848,1.7364492940088514
Adina-Maria Hamdouchi,0.12662956738595063,-0.060808652091790996,1.6401323310465454
Adithya A Chullikkad,0.05770269421544781,-0.2363743884251404,1.680859139678605
Aditya Arutla,0.03291561204806528,-0.3654968095544194,1.371705655364787
Aditya Bagus Arfan,0.15085707044320323,-0.3014684048965562,1.5696262422778884
Aditya Mittal,0.09674300245637506,-0.27741601720260517,1.4997176520215387
Aditya Ponukumati,0.02273589849720344,-0.551992958819167,1.3044954498372234
Aditya S Samant,0.130197177617957,-0.2642428086380385,1.7156171385119443
Aditya Varun Gampa,0.05093129862969453,-0.32879182329242407,1.4368224723636926
Adnan Karahmetovic,0.08807414901894992,-0.3696117031169086,1.58227956885648
Adnan Nadimifar,0.06401719357202185,-0.24612611168028767,1.4938821587229545
Adnan Sitnic,0.026583584527277816,-0.28762368854969966,1.5221390923718703
Adonay Delgadillo,0.07814462834323944,-0.23493955080665485,1.560207547829433
Adrian Abad,0.06591246201733954,-0.2708289493277533,1.7735564811971052
Adrian Alonso Fuentes Manrique,0.1759190149288151,-0.26063083380989593,1.2636086366621522
Adrian Antonio Garcia Garcia,0.06907552796624229,-0.2674824260330595,1.4183416018518669
Adrian Budzisz,-0.020692896997810534,-0.17901377722475723,1.7715240430768333
Adrian Conde,0.01543869607348937,-0.4721558929411508,1.2057208140082767
Adrian Galiana Fernandez,0.03442778590913858,-0.2217636069895768,1.8005059390288922
Adrian Gschnitzer,0.07167598053221902,-0.30277398128048805,1.331471732179111
Adrian Jimenez Ruano,0.06967995664111432,-0.3009467226156308,1.565104786574999
Adrian Keatinge-Clay,0.07507419730759708,-0.1716538489316106,1.404197490186114
Adrian Kondakov,0.02186470392256449,-0.15938647307899276,1.7780994995682486
Adrian Martinez Fernandez,0.09851763726497909,-0.3480744788580747,1.7820211293935133
Adrian Miranda,0.13712683154428834,-0.09757719998162341,1.8175829893699764
Adrian Moldovan,0.026390450083395783,-0.17810734769809047,2.138848589916771
Adrian Parra,0.05174399408910108,-0.29395500526067064,1.3910105697965311
Adrian Petrus,0.05585273535290614,-0.32143395014839127,1.447480392651109
Adrian Ponce,0.031126707559628,-0.23793458576611912,1.384191003327777
Adrian Soderstrom,-0.08737622314417756,-0.26462681101859126,1.4745454741658277
Adrian Suarez Uriel,0.08873796756327963,-0.23228006052700045,1.47573180398954
Adrian Thorsen,0.053768828689540304,-0.36775460738288085,1.362852193732704
Adrian Winter Atwell,0.01839599687094211,-0.23998136629451977,1.108213494223287
Adrian-Simion Secheres,0.1346135670575915,-0.2781097106478666,1.7556546302791833
Adriana Nikolova,0.04061785817257545,-0.3355200705930918,1.4998193276750895
Adriana Palao,0.01618130911675997,-0.205285881000762,1.4399728117254884
Adriana Sermukhamedovа,-0.005622234102082965,-0.2904505046297012,1.5507416926584112
Adriano Cunha,-0.014845339845339839,-0.378692029218345,1.6294340331724233
Adriano Gaspar de Lima Salguero,0.05622079231034466,-0.24126503712493447,1.6992531232678634
Adriano Levano,0.0896783477529325,-0.27204391208012413,1.670727562292743
Adriano Nunes Cavalcante,0.02364580157416266,-0.2556093969966004,1.8464267091077777
Adriano Rodrigues,0.06168978755703408,-0.2067067417826504,1.1121276950787589
Adrien Anciaux,0.1088619329283366,-0.1950178994203561,1.4925140576931466
Adrián Expósito Milán,0.08397973978268582,-0.25491890653793725,1.9338361221159184
Adrián Villuendas Valero,0.07925476574494338,-0.23175938170747049,1.4308392783621933
Advait Bagri,0.020958749385863173,-0.21572737790406665,1.6060415047650065
Advaith Karthik,0.07038174848032348,-0.2643552642023579,1.6205923679059364
Advaith Vijayakumar,0.12619735590303405,-0.2545598156470631,1.9816791804932419
Advaitt Srikant Koduri,0.049592526515972624,-0.22884342324249296,2.0435770310968624
Advay Bansal,0.3686688311688312,-0.21469696969696966,2.538387445887446
Advik Amit Agarwal,0.0505219611632908,-0.29441720489379725,1.2975233655416485
Adwilhans Luciano Souza,0.09878372030986095,-0.29824856126263544,1.0507571538993463
Adán Rios Escobar,0.06485573366182631,-0.22466599624016478,1.8623229446892842
Afonso Rodrigues,0.09212278882528757,-0.18167960422623466,1.671275410746039
Afshin Moghaddamian,0.0875042735380536,-0.2829183280347641,1.7268243196963868
Agatha Nunes,0.020832621266530734,-0.18965887482369992,1.567496944054529
Aghasiyev Kamal,0.0532155163861886,-0.22371697117096048,1.4920476295735494
Aguda Lwanga,0.07094407920296683,-0.3001003450864633,1.1869444565011968
Agustin Ambrogi,0.0964063760391619,-0.2827812858264193,1.1846840284900702
Agustin Bonaveri,0.06672824315454155,-0.3005650389977026,2.1672778229439515
Agustin Droin,0.09653436729632575,-0.25205602044284137,1.3718211658523136
Agustin Duarte Fernandez,0.1426445702468004,-0.3261562912716704,1.6769049726932654
Agustin Fuentes,0.02075445183520825,-0.26550031453249334,1.2625989071487653
Agustin Meza Astrada,0.055568514718181306,-0.2548448054055937,1.310751206533217
Agustin Nieto,0.06056279500991868,-0.23146239519001632,1.4557702898745428
Ahmad Ahmadzada,0.08077752574658409,-0.25294194532944364,1.7996961077578024
Ahmad Ahmazada,0.03003663003663003,-0.06373626373626369,1.1380952380952383
Ahmad Al khatib,0.07191863538708497,-0.3119704310523297,1.5511828558711296
Ahmad Asgarizadeh,0.08925217242549364,-0.24741694499303368,1.5145182354822078
Ahmad Hamad,-0.0529891304347826,-0.391304347826087,2.4307065217391304
Ahmad Siar Wahedi,0.08391561727693152,-0.2634035092810057,1.7996907512969984
Ahmed Abbas Khouri,0.023539476551536546,-0.25143287447206397,1.1530344538205184
Ahmed Abdullah S Alrehaili,0.03842664892569744,-0.23371883958934478,1.6276426314304573
Ahmed Adly,0.19395417098859996,-0.23967355127178683,1.941190133693899
Ahmed Bouzidi,0.36160714285714285,-0.0714285714285714,0.75
Ahmed Jaza Jamal,0.02308602525919122,-0.2781892442253111,1.4737171387073051
Ahmed Kandil,0.06329696021322626,-0.2789011804717488,1.451376148452218
Ahmed Khairat,0.094331534468546,-0.32020994500147426,0.895762282610544
Ahmed M Al Ghamdi,0.04686830416978223,-0.5280603027386994,1.0531313116444734
Ahmed M Al Thebaiti,-0.0930232558139534,-0.0465116279069767,1.6744186046511629
Ahmet Gubatayew,0.07219086066715459,-0.23043856700733964,1.666051791644672
Ahmet Olcum,0.08360601650178454,-0.2527382818331094,1.7794260462093072
Ahn Hongjin,0.0672560748252042,-0.2580526539919386,1.6246676720933753
AiCrossover,0.22291990605825265,-0.24448265584381682,1.4517860635821245
Aiaru Altynbek,-0.017021036622398653,-0.2977418005589835,1.4193343264589655
Aidan Baker,-0.021585007967689623,-0.2904603026481949,1.3279058227019753
Aidan Odenthal,0.05750509565308941,-0.256799324578001,1.5529190147992264
Aidana Madi,-0.0020015497183719687,-0.11192289556998672,1.0640028489763795
Aiden Q Liu,0.13265810472612266,-0.2642971932165149,1.454539679124483
Aiden Zhou,0.12084179337872782,-0.2715230484488972,1.7636551411579096
Ailen Oriana Mena,0.10611544924035105,-0.23745743934788996,1.4522862956626028
Aiman Mohamed El Zwei,0.12914230019493175,-0.46171539961013647,2.5228265107212473
Aimee Yang,-0.02216511629962707,-0.1328623445434922,2.0055936646092394
Airat Sadubayev,0.07609457105354814,-0.3097427616095205,1.6623107483180002
Aisen Mestnikov,0.059556003046286346,-0.2806179396277721,1.4119336371475169
Aisha Zakirova,0.05765234052119203,-0.17944409305643774,1.5715988911163825
Aishath Iva Hassan,-0.1578947368421052,-0.2105263157894736,1.8421052631578947
Aishwin Daniel,0.10137601341107283,-0.10047004944908527,1.3930951962167197
Aja Sampath,-0.08552582115147511,-0.13085807547475437,1.3855449348350395
Ajay Karthikeyan,0.12655869211393728,-0.2511046210869214,1.793733773868769
Ajay Krishna S,0.08043774504938345,-0.22944083017301206,1.6179204395615405
Ajay Santhosh Parvathareddy,-0.009241857665883344,-0.2701055363631686,1.6227121921854348
Akash G,0.08925335246301719,-0.22595081142098708,1.7614587759434228
Akash Thakur,0.1892679312428018,-0.12020703803673123,1.2969740349488932
Akbarali Abdukhakimov,0.07337765854590865,-0.35773631492890823,1.5969094767666072
Akeem Brown,0.0662039447260704,-0.21123947331917245,1.2845326740622107
Akhilesh Nagare,0.057286923396457586,-0.2681333988345497,1.6611473133388464
Akhmedov_David,0.09892687390618578,-0.2565596389799006,1.7021052397984995
Akila Kavinda,-0.0448218978819811,-0.3356486579058471,1.8903948157239463
Akinleye Akinseye,0.01969804512047717,-0.22173656368066533,1.483716625387383
Akira Nakada,0.12221867152222163,-0.26948014964892986,1.4587432725037148
Akira Watanabe,0.08138556875950367,-0.3152954272133717,1.9244131848259023
Akmal Fayzullaev,0.09270755027440207,-0.27472829181552216,1.8317403485781703
Akos Balazs Ronai,-0.2333333333333333,0.0,0.7
Akram Khoder,0.08679420600454148,-0.1784924314496672,1.8264171130937612
Aksel Bu Kvaloy,0.05932188912843702,-0.33977334805530346,1.3749997188706078
Akshat Khamparia,0.10517061364056393,-0.37034861972727595,1.4333368268203914
Akshat Sureka,0.13097491851626641,-0.24090036417305813,1.7820553136059856
Akshay Borgaonkar,0.05526843200326246,-0.2662139841367465,1.6619008793302916
Akshay Indusekar,0.07425736131692294,-0.24705395441565994,1.6713239346923012
Akshay Thakersee,-0.036412896410581215,-0.28396157014770995,1.4715887960370133
Akshaya Kalaiyalahan,0.0013399968817549182,-0.18362546732337273,1.9019658286972387
Akshaya Sathi,-0.02890525791153004,-0.16316065060549068,2.0734722522447133
Akshit Kumar J,0.06162918990649349,-0.35525189572654675,1.5266669320591606
Aksithi Eswaran,-0.046849885390588424,-0.17720032049356746,1.3732024142986214
Aktilek Teiitbaev,0.15034528770075542,-0.29561319138919245,1.6825999852748765
Aku Salonen,0.11383764495014122,-0.26407775464433697,1.4841727780419196
Akylbek2021,0.06719712740878428,-0.2514883356204883,1.6084938725123334
Al Taher Abdulrahman Mohammad,0.10955434517571364,-0.2830723797020695,1.52982048204277
Al-Saffar Araz Basim,0.07116859660580771,-0.27891280319445805,1.6262926003474472
Alain Fayard,0.022705142899029744,-0.254358191109885,1.5568135742497635
Alain Genzling,0.155940822524514,-0.40047413433806245,1.8946911447776549
Alain Otero Marino,0.05589528959104227,-0.28904564778639347,1.3780464375909853
Alain Prieto Aranguren,0.06304154518717418,-0.3458091397216794,1.4913270883478178
Alan Borda,-0.064516129032258,0.0,2.225806451612903
Alan Morris-Suzuki,0.07700145783896784,-0.27712915741618976,1.704996407838315
Alan Petukhov,0.06775637743520105,-0.19339226325124512,1.691320207484206
Alan Pichot,0.10790877116342511,-0.3007328177644603,1.617086108844903
Alan Tate,0.06620642984029185,-0.272001193886811,1.3517726124720615
Alan Zhang,0.07521874368093645,-0.28216013096155373,1.3983776373669752
Alan-Safar Ramoutar,0.16587688280966179,-0.22559655468995016,1.3707748355774174
Alana Chibnall,0.019259905352528917,-0.3346857642659024,1.9771158084869411
Alana Meenakshi Kolagatla,0.1780022303617516,-0.24381069729906935,1.5011949826180222
Alanna Berikkyzy,0.1060757287796181,-0.2580968350879502,1.4805548548206247
Alaster Pechy,0.04934498122346849,-0.29522691802951195,1.6538211484316017
AlbTB,-0.0382685550864619,-0.5047617002849912,0.8170472796002137
Alba De Lomas Busquets,0.062111913894368924,-0.2830965159272992,1.5629517369241295
Alban alban1987@hotmail.com,0.07950998700865243,-0.2642564452690196,1.5640859960350522
Alber Kadir Zor,0.08905011822927869,-0.3233678189465556,1.6216530967330627
Albert Bokros,0.06700334207809665,-0.2922304434726794,1.3232147672293062
Albert Fishman,0.059637559012599456,-0.1974731788603086,1.451678074513108
Albert Muratet Casadevall,0.03269716364540918,-0.32222527387669314,1.5243746292856373
Albert Postnikov,0.07884752496233349,-0.2568705396378683,1.5963778310523047
Albert Rich,0.07376522305010667,-0.28348469243094887,1.3306549965968801
Albert Tomasi,0.015070559782098262,-0.18727458438996897,1.4526094987633447
Albert Winkelman,0.006470321319261698,-0.4471497540667501,0.723994697563468
Alberto Atoyan,0.07438760167166743,-0.24682438729700457,1.8284979423065921
Alberto Barp,0.11452648762743728,-0.2791832131822131,1.6865602548957137
Alberto Chueca Forcén,0.08199192915951373,-0.3128180791438068,2.6827092393575476
Alberto Fabris,0.10225157428170817,-0.27386995086133264,1.577119209108796
Alberto Garcia Dorado,-0.006389666843159974,-0.2931746987195037,1.8177281488105057
Alberto Guzman Moneo,0.09214627397956275,-0.2944031809986948,1.501558894118968
Alberto Hernández,0.0652763277624271,-0.17638127576468945,1.6072670961524045
Alberto Javier Salazar Cabezas,0.006871246173885033,-0.254582364575602,1.598807851863415
Alberto Lopez Rodríguez,0.1947858602749907,-0.006944444444444434,1.3997322987785477
Alberto Martin Fuentes,0.12085155403356113,-0.20097546831270824,1.823837865256639
Alberto Mousse,-0.2105263157894736,0.0,0.2105263157894736
Alberto Portela Peleteiro,0.09040444258790833,-0.32203641415659773,1.8865854623222416
Alberto Quintin Navarro,0.011466174526993887,-0.3181591746681328,1.9928593098649834
Alberto Rivera,0.0223056927750816,-0.21600364932611762,1.6916038675375675
Alberto Santos Flores,0.11417033800084624,-0.299875719567923,1.5972681550178356
Alberto Vela Frago,0.0691523324096537,-0.285988808466691,1.6477121139541866
Albino Bianchi,0.030512649325793745,-0.2850746882208571,1.5471373562065733
Alcides Alexandre A. Azevedo,0.07531607638121965,-0.2796299304528758,1.1483253085152116
Alder Escobar Forero,0.06636619752065863,-0.3116447854625652,1.5411156684754421
Aldiyar Ansat,0.1893489754532521,-0.3147367911922494,1.653061041647862
Aldiyar Zhauynbay,0.10123918866138229,-0.2137929015618172,1.5631223309946563
Alec Andersen,-0.0004995547486256932,-0.23526918279172493,1.698838883608693
Aleexeey Sueetin,0.027059487653711013,-0.30547570229851284,1.6188054112424226
Alejandra Guerrero,-0.0472517191158306,-0.20028206404513021,1.4090020832181112
Alejandro Adrián Riline Orso,0.07792348330843817,-0.31645927593024936,1.9011697099025922
Alejandro Alvarado Diaz,0.0850490688544688,-0.23324566896613796,1.7391696520779925
Alejandro Barbero,0.1417950576602436,-0.34723004410515046,1.3343259772466478
Alejandro Benitez,0.062465264745262386,-0.25632976486019643,1.6631693535167582
Alejandro Botta,-0.044387973216096874,-0.3062586614494171,1.809411026179142
Alejandro Castellanos Gómez,0.107938870180123,-0.3090735497348819,1.6975722052322806
Alejandro Castellanos Villela,0.10201866240020274,-0.24392160316471173,1.700483715237474
Alejandro Chinchilla,0.10053617201106539,-0.23725130682042547,1.5292547209010423
Alejandro Cosoi Scherzer,0.02000848650289169,-0.24783865930128868,1.3312854502991336
Alejandro Cuellar Montes,0.08182206822348163,-0.2671036357518123,1.3858172543145901
Alejandro Daniel Rumbos Garcia,0.06560263902605544,-0.370790198061818,1.6777289282913335
Alejandro Domingo Nunez,0.06621134857067831,-0.268800687116187,2.014698427053818
Alejandro Francisco Flores Teillery,0.03453015945532441,-0.3170815235758523,1.2203841727302005
Alejandro Garcia Garcia,0.07683239338553803,-0.20550016483143163,1.84796470207319
Alejandro González Vega,0.05756862598086695,-0.2462159159358515,1.5503347291608112
Alejandro Hoffman,0.06290826467869895,-0.09176497992628214,2.277709156293883
Alejandro José Iraeta,0.03618507764699982,-0.2228565098647096,1.375029574721254
Alejandro Mateus,0.10809100184793549,-0.3122296861552956,1.381091256404405
Alejandro Mora Muñoz,0.05677357026995282,-0.22798942715963424,1.4506426429702401
Alejandro Nieto Rodriguez,-0.007087652714362708,-0.3704872831796566,2.3824793580222785
Alejandro Pacheco,0.08104224993629291,-0.25207325175352535,1.295155012442677
Alejandro Ramirez,0.11765056550935103,-0.2597928759728319,1.773735793467148
Alejandro Rios Parra,0.12143630034129602,-0.3321865609958226,1.3620770347883258
Alejandro Sáez,0.07387910901109962,-0.4698909154253504,1.71812116247438
Alejandro Torrente,0.02660736807894488,-0.40513467804421427,1.1965232076525565
Alejandro Uzcategui Rodriguez,0.0757475873246521,-0.2520456937367232,1.5565080542391967
Alejandro Yanes,0.15516801832591307,-0.616116167040979,1.6514049835891942
Alekhine Nouri,0.07360768063215635,-0.2664193802318334,1.4470419490244992
Aleksa Alimpic,0.10385273802429117,-0.2587091320965118,2.085271168869733
Aleksa Ilincic,0.09415961137715226,-0.27865894686418263,1.2447645166743497
Aleksa Micic,0.08022610571850447,-0.25704887177979535,1.6306050647256396
Aleksa Petrovic,0.09152916176858879,-0.24340172809544747,1.4927392933209858
Aleksa Strikovic,0.1320137969561037,-0.11080096446473674,1.7647539837855826
Aleksandar Indjic,0.09610694911030981,-0.28211880482790397,1.6730880125872376
Aleksandar Kovacevic,0.056606813811375015,-0.3714936477957191,1.2854940002293938
Aleksandar Tomic,0.037460582395477886,-0.2638541273947118,1.9221143058029528
Aleksandar Topalov,0.08386527585029599,-0.2520362188313198,2.534920116878035
Aleksandar Vrbljanac,0.09274820507909069,-0.38434454777808374,1.442306948153147
Aleksander Czerwoński,0.031810983425149215,-0.28108807789375684,1.7416247722382472
Aleksander Hnydiuk,0.053282994672251956,-0.2385830158113491,1.4775175650883217
Aleksander Kaczmarek,0.07976172773305959,-0.28502072002072,1.3399761415888443
Aleksander Kumala,0.03230814941012832,-0.3027491311629007,1.385517280692553
Aleksander Mista,0.07180889733952259,-0.19609012286775584,1.2592889949097394
Aleksander Xhembulla,0.11485574892239091,-0.2662393059006454,1.6281074029709193
Aleksandr Devaev,0.09548377144094247,-0.2956576081382472,1.8598937396526538
Aleksandr Domalchuk-Jonasson,0.07206816306574035,-0.24911870399525995,1.6443113874506234
Aleksandr Ivanov,0.038024682421467774,-0.2550382450152203,1.7622937038773094
Aleksandr Kholin,0.18222635962756198,-0.2117912048175206,1.608272741568982
Aleksandr Kulnev,0.03289025175253841,-0.2847708834138337,1.8684396836852468
Aleksandr Lenderman,0.1330664474214582,-0.24621285310121116,1.7615569829425295
Aleksandr Moiseenko,0.11618086474828526,-0.30615025977155436,1.4523428593577616
Aleksandr Rakhmanov,0.12430804228219995,-0.24235265511830864,1.7197431530061436
Aleksandr Shimanov,0.12246763386780535,-0.25982058002019526,1.6551554484269106
Aleksandr Turutin,0.08950486772643963,-0.27195095445996487,1.6432776351747178
Aleksandr Usov,0.07452683720213564,-0.32812438155150625,1.6465462435790055
Aleksandr Volodin,0.13327972348884826,-0.18999415482420748,1.4758488282376652
Aleksandra Dimitrijevic,0.042475999242427044,-0.2384547207943644,1.3119247599285697
Aleksandra Goryachkina,0.08214041354049974,-0.2741965606305207,1.5754493657375503
Aleksandra Lach,0.08338899395858727,-0.23810242155473446,1.5227701911991007
Aleksandra Lukina,0.06403119876481754,-0.1635942292918064,1.3680148476542133
Aleksandra Maltsevskaya,0.045976201185527775,-0.23118648368581865,1.6438639366549375
Aleksandra Milovic,0.04612656946069666,-0.20032207276878117,1.3474664255193494
Aleksandra Tarnowska,0.012829819364072344,-0.2219412412681767,1.4037507129470925
Aleksandra Vakhania,0.1974844366976425,-0.2180042381049227,2.1560131967991634
Aleksandras Jegorovas,0.0689813660952178,-0.29584961346512284,1.510736996293368
Aleksandre Edisherashvili,0.12501065517528,-0.1886123496765411,1.59283430206539
Aleksandrs Jazdanovs,0.009245275562506716,-0.18352454691142672,1.51151460436911
Aleksei Aleksandrov,0.09427937075378733,-0.354918732730383,1.5196718033971208
Aleksei Belov,0.09502740316915624,-0.23096430288949152,1.2502530203886772
Aleksei Kukelko,0.1482648204509659,-0.3398871373874772,1.4673895555227046
Aleksei Pridorozhni,0.14946799422434792,-0.25881028565616315,1.5821277669434242
Aleksei Sarana,0.11511738870890825,-0.27793144385472596,1.5092431817614316
Aleksej Yurovsky,0.18955925629284892,-0.2259702751152426,1.5897940396758208
